nombre_grada,nombre_recinto,num_localidades,precio_grada
Grada Oeste Zona,Melbourne Cricket Ground dahazwizey,48,20
Grada Azul Grada,Melbourne Cricket Ground dahazwizey,42,72
Grada Este Zona,Melbourne Cricket Ground dahazwizey,40,67
Grada Negra Zona,Melbourne Cricket Ground kkoactytev,3,52
Grada Roja Sector,Melbourne Cricket Ground kkoactytev,47,41
Grada Blanca Sector,Melbourne Cricket Ground kkoactytev,33,28
Grada Azul Tribuna,Memorial Stadium slfvryaugu,30,82
Grada Norte Grada,Memorial Stadium slfvryaugu,14,31
Grada Amarilla Grada,Mercedes-Benz Arena skbnioeewd,34,30
Grada Norte Zona,Mercedes-Benz Arena skbnioeewd,32,64
Grada Verde Tribuna,Mercedes-Benz Arena skbnioeewd,4,22
Grada Blanca Grada,Mercedes-Benz Superdome yeslymqjmf,45,18
Grada Este Zona,Mercedes-Benz Superdome yeslymqjmf,6,93
Grada Oeste Tribuna,Mercedes-Benz Superdome yeslymqjmf,35,24
Grada Amarilla Sector,Mercedes-Benz Superdome zikdkabwaw,48,54
Grada Oeste Grada,MetLife Stadium ciebdcdrtj,9,45
Grada Amarilla Grada,MetLife Stadium ciebdcdrtj,48,23
Grada Azul Zona,MetLife Stadium ciebdcdrtj,37,14
Grada Azul Grada,Metropolitano de Lara diuobgkclb,45,13
Grada Este Grada,Metropolitano de Lara diuobgkclb,27,74
Grada Amarilla Grada,Metropolitano de Lara piszcbnfpw,44,13
Grada Verde Sector,Metropolitano de Lara piszcbnfpw,32,66
Grada Norte Zona,Metropolitano de Lara qaijiubjrz,42,40
Grada Negra Sector,Metropolitano de Lara uhbwlktrpp,8,75
Grada Roja Grada,Metropolitano de Lara uhbwlktrpp,26,10
Grada Blanca Zona,Miami Speedway mgjfmjydws,10,16
Grada Sur Tribuna,Miami Speedway mgjfmjydws,36,44
Grada Sur Grada,Miami Speedway wlpfipzveu,1,70
Grada Amarilla Sector,Miami Speedway wlpfipzveu,16,63
Grada Blanca Sector,Miami Speedway wlpfipzveu,16,57
Grada Este Sector,Miami Speedway xeqapkpnqd,17,68
Grada Verde Tribuna,Miami Speedway xeqapkpnqd,11,81
Grada Negra Tribuna,Miami Speedway xfxuwpymrg,39,10
Grada Este Sector,Miami Speedway xfxuwpymrg,41,57
Grada Azul Sector,Miami Speedway zqweqvawvi,36,47
Grada Verde Sector,Miami Speedway zqweqvawvi,8,80
Grada Amarilla Sector,Michie Stadium kcarhdbjxd,21,59
Grada Norte Tribuna,Michie Stadium kcarhdbjxd,4,21
Grada Norte Tribuna,Michie Stadium qupuhfasyt,29,89
Grada Sur Sector,Michigan Stadium sqytqpnhzy,5,74
Grada Sur Grada,Millennium Stadium jnfglfibgx,30,69
Grada Oeste Tribuna,Millennium Stadium jnfglfibgx,7,35
Grada Verde Sector,Millennium Stadium jnfglfibgx,39,53
Grada Sur Sector,Miller Park bqgclbjwoa,22,24
Grada Roja Tribuna,Miller Park cifqquloxl,10,18
Grada Verde Zona,Miller Park cifqquloxl,26,55
Grada Blanca Grada,Miller Park cifqquloxl,43,66
Grada Azul Grada,Miller Park paiafyqrxh,23,72
Grada Oeste Grada,Miller Park ugirybimvo,8,17
Grada Este Zona,Miller Park ugirybimvo,16,95
Grada Verde Sector,Minute Maid Park iorhvyzuln,9,82
Grada Oeste Tribuna,Minute Maid Park ksrjvwgdgv,36,10
Grada Verde Sector,Minute Maid Park ksrjvwgdgv,12,77
Grada Norte Sector,Minute Maid Park tdfflxwfjc,49,90
Grada Este Grada,Minute Maid Park tdmiotmmuz,8,49
Grada Sur Sector,Minute Maid Park tdmiotmmuz,14,70
Grada Amarilla Sector,Minute Maid Park tdmiotmmuz,10,55
Grada Blanca Zona,Misaki Park Stadium geyjcnprtt,14,39
Grada Verde Zona,Misaki Park Stadium pliwqaulij,47,58
Grada Verde Sector,Misaki Park Stadium pliwqaulij,35,25
Grada Amarilla Sector,Misaki Park Stadium pliwqaulij,4,16
Grada Verde Zona,Misaki Park Stadium qsoflmsqqq,34,64
Grada Amarilla Zona,Mohamed Bin Zayed Stadium cwjrkfrrxs,4,45
Grada Amarilla Tribuna,Mohamed Bin Zayed Stadium cwjrkfrrxs,21,47
Grada Roja Tribuna,Mohamed Bin Zayed Stadium cwjrkfrrxs,38,21
Grada Blanca Tribuna,Mohamed Bin Zayed Stadium tsyyepqrrb,35,75
Grada Azul Tribuna,Mohamed Bin Zayed Stadium tsyyepqrrb,32,10
Grada Negra Sector,Mohamed Bin Zayed Stadium tsyyepqrrb,24,13
Grada Oeste Zona,Mohamed Bin Zayed Stadium vpvggqprsr,22,34
Grada Sur Zona,Mohamed Bin Zayed Stadium vpvggqprsr,1,100
Grada Amarilla Zona,Mohamed Bin Zayed Stadium vpvggqprsr,1,37
Grada Amarilla Tribuna,Molineux Stadium hiuyaegugo,32,68
Grada Verde Sector,Molineux Stadium hiuyaegugo,19,17
Grada Amarilla Tribuna,Molineux Stadium mxriazdybt,6,97
Grada Amarilla Zona,Molineux Stadium mxriazdybt,12,39
Grada Norte Tribuna,Molineux Stadium mylgjtypyi,5,87
Grada Oeste Zona,Molineux Stadium oqbqjeafxd,26,44
Grada Blanca Sector,Molineux Stadium oqbqjeafxd,37,78
Grada Este Sector,Molineux Stadium oqbqjeafxd,25,31
Grada Negra Zona,Molineux Stadium winwixualw,46,86
Grada Blanca Sector,Molineux Stadium winwixualw,12,57
Grada Amarilla Zona,Molineux Stadium zscouxlikn,17,40
Grada Este Sector,Molineux Stadium zscouxlikn,15,37
Grada Sur Sector,Monumental David Arellano frhjlsvksz,34,51
Grada Sur Sector,Monumental David Arellano ggknjqdryd,48,44
Grada Amarilla Sector,Monumental David Arellano ggknjqdryd,49,79
Grada Blanca Tribuna,Monumental David Arellano rncprndzkn,45,97
Grada Negra Tribuna,Monumental David Arellano rncprndzkn,5,17
Grada Norte Grada,Monumental David Arellano sqvryfuppy,4,75
Grada Este Sector,Monumental UNSA bllajcqwhv,48,21
Grada Verde Grada,Monumental UNSA lxifriraxd,12,35
Grada Oeste Sector,Monumental UNSA ohizifcnwq,12,39
Grada Roja Grada,Monumental UNSA qpzyicwvca,27,53
Grada Sur Sector,Monumental UNSA qpzyicwvca,24,36
Grada Azul Grada,Monumental UNSA xmkwkworvw,21,62
Grada Norte Tribuna,Mosaic Stadium jcdjffeqnb,13,40
Grada Sur Sector,Mosaic Stadium jcdjffeqnb,37,68
Grada Roja Tribuna,Mosaic Stadium kuiobsenlu,47,13
Grada Oeste Grada,Mosaic Stadium kuiobsenlu,41,73
Grada Sur Sector,Mosaic Stadium mppjhwmvaf,17,96
Grada Sur Grada,Mosaic Stadium mytkgnolxo,28,45
Grada Negra Tribuna,Mosaic Stadium nkhyzmqojk,19,56
Grada Negra Sector,Mosaic Stadium nkhyzmqojk,13,41
Grada Oeste Tribuna,Mosaic Stadium uiticzwsom,19,77
Grada Sur Sector,Mosaic Stadium uiticzwsom,50,46
Grada Sur Grada,Moses Mabhida Stadium boinwwzapo,33,100
Grada Negra Grada,Moses Mabhida Stadium urfdaufgua,50,56
Grada Norte Sector,Moses Mabhida Stadium urfdaufgua,46,46
Grada Sur Grada,Moses Mabhida Stadium vkctkpcnkh,42,75
Grada Amarilla Zona,Moses Mabhida Stadium vkctkpcnkh,50,86
Grada Negra Sector,Moses Mabhida Stadium vkctkpcnkh,8,47
Grada Negra Sector,Moses Mabhida Stadium xxgdxjnoaq,22,21
Grada Negra Tribuna,Mountaineer Field rvfwfcrmzh,4,88
Grada Blanca Tribuna,Mountaineer Field rvfwfcrmzh,48,83
Grada Roja Sector,Mubarak Stadium jrvrfnpiwu,44,31
Grada Roja Tribuna,Mubarak Stadium jrvrfnpiwu,10,76
Grada Blanca Tribuna,Mubarak Stadium kvbrfllebt,12,57
Grada Roja Tribuna,Mubarak Stadium kvbrfllebt,10,66
Grada Blanca Sector,Mubarak Stadium pqxhylbbex,49,70
Grada Este Tribuna,Mühlenkopfschanze fufyvktnkw,24,63
Grada Verde Sector,Mühlenkopfschanze fufyvktnkw,28,49
Grada Negra Zona,Mühlenkopfschanze lfmcsazlwe,19,39
Grada Norte Zona,Municipal de Aveiro dzmvkqxltf,8,62
Grada Roja Tribuna,Municipal de Aveiro dzmvkqxltf,32,65
Grada Blanca Tribuna,Municipal de Aveiro dzmvkqxltf,32,11
Grada Negra Tribuna,Municipal de Aveiro qihxsgtjem,17,99
Grada Azul Sector,Municipal de Braga woleldxyip,11,61
Grada Amarilla Grada,Municipal de Braga woleldxyip,32,51
Grada Negra Grada,Municipal de Braga woleldxyip,11,60
Grada Este Tribuna,Murrayfield svjcwczczr,11,38
Grada Amarilla Sector,My Dinh Stadium ediwsswbkm,5,56
Grada Negra Sector,My Dinh Stadium ediwsswbkm,9,35
Grada Roja Tribuna,My Dinh Stadium ediwsswbkm,9,52
Grada Norte Grada,Nagai Stadium gxhuxgizif,20,97
Grada Este Zona,Nagai Stadium gxhuxgizif,10,40
Grada Sur Grada,Nagai Stadium hhplnrhmrd,33,64
Grada Sur Zona,Nagai Stadium lufnqmsbrd,8,42
Grada Amarilla Grada,Nagai Stadium rxvvspjcbf,35,57
Grada Azul Tribuna,Nagai Stadium rxvvspjcbf,47,23
Grada Roja Sector,Nagai Stadium rxvvspjcbf,37,23
Grada Negra Zona,Nagoya Dome jqjilzvgjb,47,19
Grada Roja Grada,Nagoya Dome usrxuapaaq,3,60
Grada Amarilla Sector,Nagoya Dome vpbscbtaje,13,23
Grada Este Sector,Nagoya Dome vpbscbtaje,14,75
Grada Azul Zona,Nagoya Dome zijgjazjhy,4,22
Grada Negra Grada,Nagoya Dome zijgjazjhy,25,22
Grada Roja Zona,Nakayama Racecourse fxejnnqcrp,31,53
Grada Amarilla Sector,Nakayama Racecourse omcwwrmycx,33,18
Grada Negra Sector,Nakayama Racecourse omcwwrmycx,25,30
Grada Blanca Tribuna,Nakayama Racecourse omcwwrmycx,7,43
Grada Verde Grada,Nakayama Racecourse yfollqzmqe,5,23
Grada Norte Tribuna,Namboole Stadium cbxcweizwi,44,65
Grada Este Grada,Namboole Stadium zbifjzmbpz,48,17
Grada Este Sector,Namboole Stadium zbifjzmbpz,44,42
Grada Negra Tribuna,Namboole Stadium zbifjzmbpz,22,94
Grada Amarilla Tribuna,Nashville Superspeedway cigbcfgjcj,46,70
Grada Azul Zona,Nashville Superspeedway cigbcfgjcj,33,59
Grada Verde Sector,Nashville Superspeedway cigbcfgjcj,18,62
Grada Sur Zona,Nashville Superspeedway mgdkyhtfgs,40,19
Grada Roja Tribuna,Nashville Superspeedway nasudgbnhd,44,77
Grada Este Grada,Nashville Superspeedway nasudgbnhd,12,93
Grada Blanca Sector,Nashville Superspeedway nasudgbnhd,39,80
Grada Oeste Sector,National Arena kcqwnuhvbf,26,95
Grada Azul Grada,National Complex dwqhpshkci,50,10
Grada Este Sector,National Complex dwqhpshkci,33,27
Grada Este Sector,National Complex menqxrsnvb,49,40
Grada Azul Sector,National Complex menqxrsnvb,22,83
Grada Verde Sector,National Complex menqxrsnvb,19,14
Grada Azul Tribuna,National Complex qsfjumpdnp,19,41
Grada Sur Sector,National Complex qsfjumpdnp,8,73
Grada Este Sector,National Olympic dhgzihlntt,29,71
Grada Blanca Sector,National Olympic dyfdgrkagj,49,25
Grada Sur Grada,National Olympic dyfdgrkagj,40,47
Grada Sur Tribuna,National Olympic dyfdgrkagj,15,40
Grada Roja Sector,National Olympic kdsudksmbd,15,85
Grada Azul Sector,National Sports Stadium dtcrhiiejz,16,30
Grada Azul Zona,National Sports Stadium dtcrhiiejz,48,10
Grada Sur Sector,National Sports Stadium dtcrhiiejz,23,39
Grada Oeste Sector,National Sports Stadium jnvadloyyj,29,13
Grada Amarilla Sector,National Sports Stadium jnvadloyyj,5,62
Grada Negra Sector,National Sports Stadium njnerwdsqq,31,93
Grada Verde Grada,National Sports Stadium njnerwdsqq,22,22
Grada Oeste Tribuna,National Sports Stadium njnerwdsqq,27,97
Grada Este Tribuna,National Sports Stadium pidcwxnddl,39,50
Grada Verde Tribuna,National Sports Stadium pidcwxnddl,23,80
Grada Amarilla Zona,National Sports Stadium pidcwxnddl,11,89
Grada Sur Tribuna,National Sports Stadium vgidmbkcid,23,67
Grada Negra Sector,National Sports Stadium vgidmbkcid,20,18
Grada Oeste Sector,National Sports Stadium vopesldoeu,8,83
Grada Negra Zona,National Stadium qbhgmqkgce,45,54
Grada Verde Grada,National Stadium qbhgmqkgce,40,21
Grada Amarilla Grada,National Stadium qbhgmqkgce,9,50
Grada Azul Sector,National Stadium rxozmzzlmn,32,78
Grada Roja Grada,National Stadium rxozmzzlmn,27,25
Grada Oeste Grada,National Stadium rxozmzzlmn,3,75
Grada Roja Sector,National Stadium trkmacspyq,32,100
Grada Blanca Grada,National Stadium trkmacspyq,36,50
Grada Azul Tribuna,National Stadium trkmacspyq,7,37
Grada Blanca Sector,Nationals Ballpark pwggojwntv,3,73
Grada Norte Zona,Nationals Ballpark pwggojwntv,40,81
Grada Verde Zona,Nationals Ballpark wbudxbdezq,5,95
Grada Sur Sector,Nationals Ballpark wbudxbdezq,21,19
Grada Negra Sector,Nationals Ballpark wbudxbdezq,49,34
Grada Verde Tribuna,Nazareth Speedway cmygblgdxq,16,41
Grada Roja Zona,Nazareth Speedway cmygblgdxq,4,37
Grada Azul Sector,Nazareth Speedway kvyfxqplhm,20,12
Grada Blanca Grada,Nazareth Speedway kvyfxqplhm,22,43
Grada Norte Grada,Nazareth Speedway raypnuwqqh,36,60
Grada Sur Tribuna,Nazareth Speedway raypnuwqqh,35,12
Grada Azul Sector,Nazareth Speedway raypnuwqqh,32,52
Grada Este Grada,Negeri Pulau Pinang ohxjrkcdrj,5,21
Grada Sur Grada,Negeri Pulau Pinang ohxjrkcdrj,5,93
Grada Negra Zona,Negeri Pulau Pinang ohxjrkcdrj,24,54
Grada Norte Tribuna,Negeri Pulau Pinang sxzwhlbdgk,23,40
Grada Norte Sector,Negeri Pulau Pinang sxzwhlbdgk,7,90
Grada Norte Grada,Negeri Pulau Pinang xqjfxwxdqm,47,24
Grada Este Zona,Negeri Pulau Pinang xqjfxwxdqm,41,78
Grada Negra Tribuna,Nelson Mandela Stadium kdttpvxbwv,31,89
Grada Roja Zona,Nelson Mandela Stadium kdttpvxbwv,19,70
Grada Verde Grada,Nelson Mandela Stadium pzwajhqanm,7,38
Grada Azul Zona,Nelson Mandela Stadium voeplnmohf,28,97
Grada Sur Tribuna,Nelson Mandela Stadium waivittqty,23,59
Grada Roja Sector,Nelson Mandela Stadium waivittqty,16,12
Grada Norte Tribuna,Neuer Tivoli rerduzbudj,43,81
Grada Roja Tribuna,Neuer Tivoli rerduzbudj,41,24
Grada Negra Tribuna,Newlands Stadium rrlhhddlpo,20,18
Grada Norte Zona,Newlands Stadium rrlhhddlpo,4,68
Grada Este Sector,Newlands Stadium rrlhhddlpo,18,88
Grada Amarilla Sector,Newmarket Racecourse irivjljjjw,47,39
Grada Negra Tribuna,Newmarket Racecourse irivjljjjw,45,39
Grada Oeste Sector,Newmarket Racecourse irivjljjjw,40,53
Grada Oeste Zona,Niigata Racecourse nhhvsxekgf,41,38
Grada Roja Tribuna,Niigata Racecourse nhhvsxekgf,1,19
Grada Azul Grada,Niigata Racecourse nhhvsxekgf,42,55
Grada Sur Zona,Niigata Stadium atvmghqawn,33,18
Grada Azul Sector,Niigata Stadium atvmghqawn,2,58
Grada Este Tribuna,Niigata Stadium coiljcpcjh,16,31
Grada Blanca Grada,Niigata Stadium dijerdmipo,45,36
Grada Negra Zona,Niigata Stadium dijerdmipo,15,38
Grada Amarilla Sector,Niigata Stadium dijerdmipo,48,74
Grada Sur Sector,Niigata Stadium rsmnnhnxew,4,78
Grada Verde Sector,Niigata Stadium rsmnnhnxew,31,31
Grada Norte Zona,Niigata Stadium vrhrxbiqgk,32,42
Grada Este Zona,Niigata Stadium vuymbgnzws,7,83
Grada Negra Grada,Nippert Stadium kfnxttjjrf,43,24
Grada Este Tribuna,Nippert Stadium nentroujjx,47,96
Grada Norte Grada,Notre Dame Stadium mttqmsthpe,38,42
Grada Amarilla Grada,Notre Dame Stadium zinpsbqzdg,8,20
Grada Amarilla Grada,Nottingham City Ground gsbrjinuuc,38,36
Grada Oeste Grada,Nottingham City Ground gsbrjinuuc,19,56
Grada Sur Zona,Nottingham City Ground gsbrjinuuc,5,13
Grada Amarilla Sector,Nottingham City Ground wxtpzuyfgk,3,75
Grada Blanca Tribuna,Nottingham City Ground wxtpzuyfgk,42,63
Grada Roja Zona,Nottingham City Ground wxtpzuyfgk,10,28
Grada Verde Grada,O.co Coliseum lgfidjkfyq,25,33
Grada Oeste Sector,O.co Coliseum lgfidjkfyq,31,77
Grada Oeste Tribuna,O.co Coliseum lpdlvrelbf,10,28
Grada Verde Zona,O.co Coliseum lpdlvrelbf,9,37
Grada Verde Sector,O.co Coliseum oeuhddzmwn,23,38
Grada Oeste Sector,O.co Coliseum oeuhddzmwn,25,65
Grada Blanca Tribuna,O.co Coliseum qmqpdssixg,17,22
Grada Amarilla Zona,O.co Coliseum qmqpdssixg,43,12
Grada Sur Zona,O.co Coliseum qmqpdssixg,37,41
Grada Azul Sector,O.co Coliseum rnltycmyow,43,94
Grada Este Grada,O.co Coliseum rnltycmyow,26,32
Grada Oeste Grada,Ohene Djan Stadium zgxetqbybp,40,95
Grada Sur Sector,Ohene Djan Stadium zgxetqbybp,21,80
Grada Blanca Zona,Ohene Djan Stadium zgxetqbybp,25,79
Grada Amarilla Sector,Old Trafford afgzpdyjtl,15,68
Grada Negra Tribuna,Old Trafford afgzpdyjtl,24,71
Grada Norte Sector,Old Trafford afgzpdyjtl,50,12
Grada Negra Grada,Olímpic Lluís Companys jndiakhaex,1,73
Grada Verde Zona,Olímpic Lluís Companys jndiakhaex,20,70
Grada Norte Zona,Olímpico João Havelange uagnpvbiol,10,100
Grada Oeste Zona,Olímpico João Havelange uagnpvbiol,31,15
Grada Este Sector,Olimpico Metropolitano flpabekcyr,12,92
Grada Norte Grada,Olimpico Metropolitano rjlmldjuyx,12,23
Grada Amarilla Grada,Olimpico Metropolitano rjlmldjuyx,9,16
Grada Amarilla Zona,Olímpico Monumental sfvlaykhbm,16,60
Grada Oeste Zona,Olímpico Monumental sfvlaykhbm,31,100
Grada Blanca Tribuna,Olímpico Monumental sfvlaykhbm,49,94
Grada Este Sector,Olympic Center Stadium ovgiyxmojm,13,77
Grada Azul Zona,Olympic Center Stadium ovgiyxmojm,11,47
Grada Amarilla Sector,Olympic Center Stadium ovgiyxmojm,42,66
Grada Amarilla Zona,Olympic Center Stadium phkgjaoapd,17,18
Grada Negra Tribuna,Olympic Center Stadium sjlmdmgfha,46,99
Grada Sur Sector,Olympic Center Stadium sjlmdmgfha,33,19
Grada Negra Sector,Olympic Sports Center musedexpqu,12,72
Grada Amarilla Grada,Olympic Sports Center musedexpqu,39,44
Grada Sur Sector,Olympic Sports Center musedexpqu,25,32
Grada Sur Sector,Olympic Sports Center utrdgticar,19,67
Grada Verde Grada,Olympic Sports Center yumqitygdk,31,57
Grada Norte Tribuna,Olympic Sports Center yumqitygdk,42,62
Grada Este Grada,Olympic Sports Center zqotjaxpku,46,62
Grada Este Tribuna,Olympic Sports Center zqotjaxpku,30,83
Grada Azul Sector,Olympic Sports Center zqotjaxpku,28,36
Grada Norte Grada,Olympic Sports Centre fflpojjnvd,5,16
Grada Negra Tribuna,Olympic Sports Centre fflpojjnvd,20,69
Grada Blanca Tribuna,Olympic Sports Centre fflpojjnvd,23,82
Grada Negra Sector,Olympic Sports Centre ysmfgferdt,23,87
Grada Este Grada,Olympic Sports Centre ysmfgferdt,8,29
Grada Blanca Grada,Olympic Stadium gbzlbspcan,42,26
Grada Verde Sector,Olympic Stadium gbzlbspcan,19,45
Grada Este Sector,Olympic Stadium hlvgdkoixs,19,75
Grada Verde Zona,Olympic Stadium hlvgdkoixs,27,21
Grada Norte Sector,Olympic Stadium hlvgdkoixs,29,33
Grada Azul Sector,Olympic Stadium xglbtjezpq,46,78
Grada Este Tribuna,Olympic Stadium xglbtjezpq,30,96
Grada Roja Sector,Olympic Stadium xujhwmfjkb,35,55
Grada Verde Sector,Olympic Stadium xujhwmfjkb,32,40
Grada Roja Zona,Orlando Stadium aifnfuwyci,27,63
Grada Oeste Sector,Orlando Stadium qzverlblaf,16,79
Grada Este Zona,Orlando Stadium qzverlblaf,14,25
Grada Oeste Grada,Orlando Stadium qzverlblaf,49,72
Grada Blanca Sector,Osaka Dome vswrtutcpz,32,43
Grada Oeste Zona,Osaka Dome vswrtutcpz,35,62
Grada Este Sector,Oscar Alfredo Galvez jznnopvisz,31,38
Grada Azul Sector,Oscar Alfredo Galvez jznnopvisz,19,91
Grada Este Tribuna,Oscar Alfredo Galvez jznnopvisz,38,54
Grada Norte Grada,Oscar Alfredo Galvez odumvndgmh,4,88
Grada Azul Sector,Oscar Alfredo Galvez wwrtqzsrxf,37,73
Grada Este Zona,Oscar Alfredo Galvez xlnfzytmds,9,33
Grada Este Sector,Oscar Alfredo Galvez xlnfzytmds,48,97
Grada Amarilla Zona,Oscar Alfredo Galvez xlnfzytmds,2,50
Grada Negra Zona,Oulton Park kayowymckq,41,12
Grada Sur Zona,Oulton Park kayowymckq,22,47
Grada Roja Grada,Oulton Park kayowymckq,41,48
Grada Este Sector,Páirc Uí Chaoimh jbsdusgwjp,14,66
Grada Amarilla Zona,Páirc Uí Chaoimh jbsdusgwjp,3,84
Grada Azul Sector,Páirc Uí Chaoimh jbsdusgwjp,43,33
Grada Blanca Grada,Páirc Uí Chaoimh lsnyxzjipm,12,53
Grada Blanca Sector,Páirc Uí Chaoimh lsnyxzjipm,35,47
Grada Roja Sector,Páirc Uí Chaoimh lsnyxzjipm,20,48
Grada Blanca Zona,Páirc Uí Chaoimh mkzhftqige,29,19
Grada Oeste Grada,Páirc Uí Chaoimh mkzhftqige,7,60
Grada Blanca Sector,Páirc Uí Chaoimh mkzhftqige,23,95
Grada Azul Zona,Paju Public Stadium dhyhudyvtp,39,58
Grada Verde Sector,Paju Public Stadium wwjdumgeec,24,46
Grada Negra Sector,Panathenaic Stadium xscatvykui,38,18
Grada Roja Sector,Panathenaic Stadium xscatvykui,21,66
Grada Azul Grada,Panathenaic Stadium xscatvykui,35,24
Grada Oeste Tribuna,Parc des Princes gwphajdhbd,31,61
Grada Roja Zona,Parc des Princes gwphajdhbd,4,70
Grada Este Grada,Parque Independencia vkatcopeub,48,83
Grada Norte Sector,Parque Independencia vkatcopeub,1,25
Grada Oeste Sector,Parque Independencia vkatcopeub,26,80
Grada Negra Sector,Paul Brown Stadium avmnwmedwm,3,17
Grada Blanca Sector,Paul Brown Stadium avmnwmedwm,40,69
Grada Negra Grada,Paul Brown Stadium avmnwmedwm,19,52
Grada Verde Grada,Paul Brown Stadium cjohmjcgbu,20,26
Grada Blanca Grada,Paul Brown Stadium cjohmjcgbu,48,76
Grada Roja Sector,Paul Brown Stadium cuksiwyqmg,34,31
Grada Azul Zona,Paul Brown Stadium cuksiwyqmg,43,60
Grada Oeste Zona,Paul Brown Stadium hrxsisqnqm,2,14
Grada Azul Sector,Paul Brown Stadium hrxsisqnqm,42,51
Grada Este Sector,Paul Brown Stadium hrxsisqnqm,31,21
Grada Sur Grada,Paul Brown Stadium swtvkuhzbs,1,75
Grada Blanca Grada,Paul Brown Stadium swtvkuhzbs,4,65
Grada Norte Zona,Paul Brown Stadium swtvkuhzbs,20,75
Grada Norte Tribuna,Pendleton Round-Up lgcetsnymk,23,43
Grada Azul Sector,Pendleton Round-Up szthtynfxo,37,51
Grada Negra Tribuna,Peoples Football Stadium agahjguxdx,2,52
Grada Negra Grada,Peoples Football Stadium agahjguxdx,42,76
Grada Amarilla Sector,Peoples Football Stadium eslfvoyveb,26,31
Grada Azul Zona,Peoples Football Stadium eslfvoyveb,50,78
Grada Sur Tribuna,Peoples Football Stadium eslfvoyveb,37,86
Grada Oeste Sector,Peoples Football Stadium textowafaz,4,72
Grada Roja Sector,Peoples Football Stadium textowafaz,37,55
Grada Amarilla Zona,Peoples Football Stadium textowafaz,34,87
Grada Roja Sector,Perak Stadium edfryfylhs,25,68
Grada Este Sector,Perak Stadium lmcqiinabs,28,48
Grada Este Tribuna,PETCO Park fvxjuzchub,10,55
Grada Este Zona,PETCO Park fvxjuzchub,24,29
Grada Amarilla Grada,PETCO Park fvxjuzchub,1,97
Grada Negra Sector,PETCO Park rzwpsjxghn,39,100
Grada Este Sector,PETCO Park shcijbsryd,18,41
Grada Oeste Zona,PETCO Park shcijbsryd,28,63
Grada Blanca Sector,PETCO Park shcijbsryd,18,87
Grada Blanca Tribuna,PETCO Park uijeahfvdb,13,83
Grada Roja Zona,PETCO Park uijeahfvdb,4,56
Grada Oeste Sector,PGE Arena Gdansk irgejejogz,16,64
Grada Negra Grada,PGE Arena Gdansk irgejejogz,14,63
Grada Verde Tribuna,PGE Arena Gdansk kzeojvyert,25,24
Grada Blanca Sector,PGE Arena Gdansk kzeojvyert,40,28
Grada Negra Sector,PGE Arena Gdansk zeqalwqvwx,21,89
Grada Sur Grada,PGE Arena Gdansk zeqalwqvwx,21,13
Grada Oeste Grada,PGE Arena Gdansk zeqalwqvwx,35,97
Grada Negra Grada,Phakisa Freeway bhapayupvy,11,97
Grada Este Zona,Phakisa Freeway bhapayupvy,4,94
Grada Azul Grada,Phakisa Freeway bhapayupvy,16,76
Grada Negra Tribuna,Phakisa Freeway pxphmyatpu,45,37
Grada Sur Tribuna,Phakisa Freeway pxphmyatpu,3,22
Grada Amarilla Sector,Phakisa Freeway pxphmyatpu,11,25
Grada Roja Tribuna,Phakisa Freeway tfvfmxlpcc,46,79
Grada Amarilla Grada,Phakisa Freeway tfvfmxlpcc,28,65
Grada Verde Zona,Phakisa Freeway vtfjjlkjou,24,16
Grada Este Sector,Phakisa Freeway vtfjjlkjou,50,35
Grada Norte Grada,Philip II Arena grazwmiooy,11,81
Grada Blanca Zona,Philip II Arena grazwmiooy,4,16
Grada Amarilla Grada,Philip II Arena grazwmiooy,29,95
Grada Verde Sector,Philip II Arena ldwayvpcbw,20,11
Grada Verde Zona,Philip II Arena ldwayvpcbw,33,86
Grada Este Grada,Philip II Arena utlcnjxdms,12,23
Grada Roja Sector,Philip II Arena utlcnjxdms,49,33
Grada Oeste Sector,Philip II Arena utlcnjxdms,39,79
Grada Oeste Tribuna,Philip II Arena zgrvoiiqbb,44,54
Grada Roja Sector,Philip II Arena zgrvoiiqbb,28,75
Grada Oeste Grada,Philips Stadion injinvfbgb,29,34
Grada Azul Sector,Philips Stadion injinvfbgb,39,18
Grada Norte Zona,Phoenix Int'l Raceway lrahdfrlrd,24,82
Grada Negra Zona,Phoenix Int'l Raceway lzyfsruipd,41,30
Grada Azul Tribuna,Phoenix Int'l Raceway oqwpfjgnhj,43,68
Grada Sur Sector,Pikes Peak Int'l Raceway xxtlvqkflx,21,13
Grada Norte Sector,Pikes Peak Int'l Raceway xxtlvqkflx,3,21
Grada Negra Zona,Pikes Peak Int'l Raceway xxtlvqkflx,3,16
Grada Negra Sector,Pikes Peak Int'l Raceway ybmacrwcah,14,36
Grada Roja Grada,Pikes Peak Int'l Raceway ybmacrwcah,30,12
Grada Oeste Sector,Pimlico Race Course fqbxmqrczz,14,74
Grada Azul Grada,Pimlico Race Course fqbxmqrczz,16,48
Grada Oeste Grada,Pimlico Race Course hxffbmqpft,23,99
Grada Amarilla Sector,Pimlico Race Course rkqbkqwbqs,48,93
Grada Norte Sector,Pimlico Race Course rkqbkqwbqs,10,54
Grada Negra Sector,Pimlico Race Course rkqbkqwbqs,7,71
Grada Este Sector,Plovdiv Stadion cwphozirfu,9,24
